passenger_name,tpep_pickup_datetime,tpep_dropoff_datetime,payment_method,passenger_count,trip_distance,fare_amount,tip_amount,tolls_amount
Michael Cooper,04/22/2017 11:21:33 AM,04/22/2017 11:28:12 AM,Debit Card,1,1.2,6.5,1.46,0
Mary Nielsen,05/24/2017 6:07:02 PM,05/24/2017 6:24:48 PM,Credit Card,1,0.7,11,2.55,0
Yolanda Jordan,08/14/2017 9:42:15 AM,08/14/2017 9:58:33 AM,Debit Card,5,1.52,11.5,2.46,0
Joseph Stanley,09/10/2017 4:52:45 PM,09/10/2017 5:44:45 PM,Cash,1,8.42,38,5,0
Julia Herrera,02/09/2017 1:29:14 PM,02/09/2017 1:46:11 PM,Credit Card,1,3,13,2.75,0
Angel Cohen,05/16/2017 1:34:54 PM,05/16/2017 1:38:25 PM,Debit Card,1,0.68,4.5,0,0
Sherry Atkinson,10/06/2017 8:35:57 AM,10/06/2017 8:49:28 AM,Cash,1,1.5,10,0,0
Leah Bailey,07/25/2017 4:17:19 PM,07/25/2017 4:26:18 PM,Credit Card,1,1.5,7.5,1.85,0
Andrew Newton,12/21/2017 7:27:28 PM,12/21/2017 7:29:07 PM,Cash,1,0.1,3,0,0
Matthew Johnson,10/16/2017 9:28:07 AM,10/16/2017 9:38:09 AM,Cash,1,0.5,7.5,1.65,0
Danny Rivera,04/05/2017 10:59:25 AM,04/05/2017 11:23:23 AM,Cash,1,2.91,16,1,0
Victoria Bolton,01/23/2017 3:43:18 PM,01/23/2017 3:52:38 PM,Cash,3,1.43,8,1.76,0
Erica Byrd,11/04/2017 1:32:14 PM,11/04/2017 2:18:50 PM,Debit Card,2,19.8,105,8,2.64
Madison Taylor,04/05/2017 5:30:01 PM,04/05/2017 5:42:05 PM,Credit Card,1,1.44,9,2.16,0
John Cox,05/07/2017 10:01:33 AM,05/07/2017 10:31:13 AM,Debit Card,1,19.5,52,10,5.76
Jacqueline Gutierrez,10/28/2017 8:42:32 PM,10/28/2017 8:51:42 PM,Cash,1,1.18,7.5,0,0
John Smith,12/28/2017 9:42:22 PM,12/28/2017 9:45:08 PM,Cash,5,0.72,4,0,0
Anthony Ford PhD,01/27/2017 1:28:04 AM,01/27/2017 1:40:13 AM,Cash,1,1.8,9.5,2.15,0
Sara Marshall,04/08/2017 10:53:01 PM,04/08/2017 11:09:32 PM,Credit Card,1,1.43,11,3.08,0
Brooke Dunn,10/16/2017 8:53:16 AM,10/16/2017 9:06:40 AM,Cash,1,2.6,11.5,2.45,0
Alicia Parks,10/26/2017 9:21:20 AM,10/26/2017 9:28:18 AM,Cash,1,0.7,6,1.36,0
Jesse Harris,03/11/2017 11:05:05 PM,03/11/2017 11:14:14 PM,Cash,1,1.4,7.5,1.75,0
Jamie Williams,01/02/2017 7:16:30 PM,01/02/2017 7:19:30 PM,Debit Card,1,0.03,3,0,0
Amanda Brown,11/18/2017 3:57:29 PM,11/18/2017 4:08:23 PM,Cash,1,1,8,0,0
Paul Jordan,07/02/2017 3:35:23 AM,07/02/2017 3:37:44 AM,Cash,1,0.38,4,1.06,0
Edgar Gaines,08/26/2017 8:58:15 PM,08/26/2017 9:16:15 PM,Credit Card,2,3.7,15.5,3.35,0
Brian Howard,04/15/2017 4:35:09 PM,04/15/2017 4:42:55 PM,Credit Card,3,1.2,7,1.55,0
Nicole Ryan,07/20/2017 5:58:47 PM,07/20/2017 6:06:51 PM,Credit Card,2,2.37,9,0,0
Daniel Phillips,01/15/2017 2:47:20 AM,01/15/2017 2:59:16 AM,Cash,1,3.4,13,3.58,0
Paul Cook,01/27/2017 6:48:08 PM,01/27/2017 7:00:06 PM,Cash,6,1.38,9,0,0
Lisa Perkins,11/22/2017 9:06:52 AM,11/22/2017 9:20:07 AM,Credit Card,1,1.3,9.5,2.55,0
Madison Hahn,03/25/2017 6:42:25 PM,03/25/2017 6:52:03 PM,Debit Card,6,1.01,7.5,1.66,0
Scott Morgan,11/09/2017 6:09:06 AM,11/09/2017 6:15:54 AM,Cash,1,1.9,8,0,0
Cassandra Mckee,04/18/2017 9:42:49 PM,04/18/2017 9:52:05 PM,Cash,1,1.4,8,0,0
Phillip Parker,04/05/2017 5:06:27 PM,04/05/2017 5:14:03 PM,Debit Card,1,1.1,6.5,1.65,0
Nicholas Bender,10/27/2017 3:37:34 PM,10/27/2017 3:44:04 PM,Cash,1,0.69,6,0,0
Rachel Campbell,09/07/2017 11:20:16 AM,09/07/2017 11:33:25 AM,Debit Card,1,1.29,9.5,1,0
Jody Pierce,06/30/2017 12:48:52 PM,06/30/2017 1:24:26 PM,Cash,5,5.45,24.5,0,0
Alyssa Lloyd,10/18/2017 5:40:18 PM,10/18/2017 5:55:07 PM,Cash,1,1.4,10,2,0
Christopher Wilson,05/22/2017 7:15:00 PM,05/22/2017 7:44:13 PM,Cash,1,7.6,26,5.55,0
Shannon Miranda,10/09/2017 6:26:26 PM,10/09/2017 6:33:19 PM,Cash,1,1.4,7,0.78,0
Lawrence Lamb,09/10/2017 8:57:13 AM,09/10/2017 9:10:04 AM,Credit Card,3,2.3,10.5,4,0
David Johnson,07/23/2017 12:41:35 PM,07/23/2017 1:05:50 PM,Cash,2,2.4,16,0,0
Anna Hamilton,10/27/2017 2:36:34 PM,10/27/2017 2:51:41 PM,Credit Card,1,3.57,13.5,0,0
Corey Mccarthy,06/16/2017 7:49:21 PM,06/16/2017 8:06:34 PM,Credit Card,2,1.5,11.5,0,0
Evelyn Zamora,06/22/2017 5:04:46 PM,06/22/2017 5:16:56 PM,Debit Card,5,2.46,10.5,2.46,0
Jason Smith,09/21/2017 5:50:52 PM,09/21/2017 6:28:42 PM,Cash,4,10.8,36,0,0
Daniel Crawford,04/07/2017 10:51:16 PM,04/07/2017 11:08:28 PM,Debit Card,4,1.77,12,0,0
Carol Brown,03/26/2017 7:28:25 PM,03/26/2017 8:15:24 PM,Debit Card,1,5.79,32.5,0,0
Daniel Johnson,08/27/2017 10:57:48 PM,08/27/2017 11:06:18 PM,Cash,1,1.1,7.5,0,0
Robert Taylor,10/17/2017 12:08:01 PM,10/17/2017 12:15:52 PM,Cash,1,0.6,6.5,1.82,0
Christopher Watson,04/02/2017 7:29:19 PM,04/02/2017 7:50:34 PM,Cash,1,1.58,13.5,0,0
Julie Barajas,09/14/2017 11:16:48 PM,09/14/2017 11:21:23 PM,Cash,1,0.6,5,1,0
Michelle Hall,01/13/2017 6:21:30 PM,01/13/2017 6:33:41 PM,Debit Card,1,1,9,2,0
Antonio Johnson,09/20/2017 8:42:06 PM,09/20/2017 9:02:26 PM,Cash,1,10.9,30.5,7.5,5.76
Anthony Mcbride,12/28/2017 1:56:21 PM,12/28/2017 2:18:14 PM,Debit Card,1,3.32,15.5,0,0
Tara Padilla,03/13/2017 8:44:52 PM,03/13/2017 8:53:05 PM,Cash,1,1.2,7,1.66,0
Michelle Vasquez,12/04/2017 8:08:19 PM,12/04/2017 8:16:51 PM,Debit Card,1,0.67,7,1,0
Michael James,07/05/2017 9:54:39 PM,07/05/2017 9:57:49 PM,Credit Card,1,0.45,4,1.06,0
Emily Burke,03/30/2017 2:23:34 PM,03/30/2017 2:43:35 PM,Credit Card,1,2.97,15,0,0
Peggy Brooks,07/29/2017 12:04:48 PM,07/29/2017 12:11:25 PM,Cash,1,1.5,7.5,1.65,0
Dylan Rice,03/22/2017 8:37:09 PM,03/22/2017 8:51:34 PM,Debit Card,3,2.29,11.5,2.56,0
Rodney Robertson,05/19/2017 10:15:02 PM,05/19/2017 10:28:17 PM,Cash,1,2.1,10.5,0,0
John Santiago,11/27/2017 8:09:56 AM,11/27/2017 8:38:50 AM,Debit Card,3,2.6,18,4.5,0
Dana Gordon,08/02/2017 12:15:25 PM,08/02/2017 12:49:52 PM,Cash,1,1.19,20,4.16,0
Russell Thompson,01/28/2017 5:51:27 PM,01/28/2017 6:14:41 PM,Credit Card,1,4,17.5,3.66,0
Jennifer Wolfe,05/09/2017 10:56:55 PM,05/09/2017 11:18:47 PM,Cash,1,4.6,18.5,3.95,0
Timothy Flores,10/22/2017 10:20:24 AM,10/22/2017 10:28:19 AM,Credit Card,2,1.49,7,0,0
Michelle Rogers,10/27/2017 12:11:09 AM,10/27/2017 12:28:00 AM,Credit Card,2,7.12,22,1,0
Mitchell Rush,05/29/2017 4:50:57 PM,05/29/2017 4:56:48 PM,Credit Card,1,1.3,7,1.55,0
Kyle Johnson,12/03/2017 10:49:43 AM,12/03/2017 11:07:34 AM,Credit Card,1,8.3,25,6.45,0
Allen Wood III,08/29/2017 2:18:25 AM,08/29/2017 2:32:11 AM,Cash,1,4.31,15.5,3.36,0
Scott Mullins,02/04/2017 2:25:52 AM,02/04/2017 2:28:23 AM,Credit Card,1,0.96,4.5,1.5,0
Jason Sims,10/20/2017 9:38:20 AM,10/20/2017 10:10:57 AM,Credit Card,1,4.29,23,4.76,0
Dana Donovan,08/03/2017 2:23:53 AM,08/03/2017 2:28:24 AM,Credit Card,1,0.8,5.5,0,0
Diane Gonzalez,03/25/2017 9:56:48 AM,03/25/2017 10:10:39 AM,Cash,1,4.28,15.5,5,5.76
Angela Brown,05/29/2017 11:24:39 AM,05/29/2017 11:29:58 AM,Debit Card,1,1.6,7,1.55,0
Brian Jones,09/17/2017 12:48:01 AM,09/17/2017 12:54:24 AM,Debit Card,1,1.2,6.5,0,0
Crystal Mckenzie,11/09/2017 6:03:41 PM,11/09/2017 6:06:37 PM,Credit Card,2,0.63,4.5,1.26,0
Terri Stephens,06/06/2017 12:41:43 AM,06/06/2017 12:59:21 AM,Credit Card,1,4.82,17,3.66,0
Darrell Klein,11/11/2017 6:55:53 PM,11/11/2017 7:09:10 PM,Cash,2,2.2,11,2,0
Joseph Owens,07/11/2017 11:08:05 PM,07/11/2017 11:19:34 PM,Cash,1,2.32,10.5,2,0
Ronald Green,09/25/2017 7:24:39 AM,09/25/2017 7:39:11 AM,Cash,5,2.96,12.5,2.66,0
Stephanie Lynch,04/28/2017 12:41:12 PM,04/28/2017 1:04:56 PM,Credit Card,1,4.4,18.5,3.85,0
Shane Bailey,01/30/2017 1:36:16 PM,01/30/2017 1:45:41 PM,Cash,1,1.1,7.5,1.11,0
Frederick Park,11/24/2017 11:34:56 PM,11/24/2017 11:37:33 PM,Credit Card,1,0.46,4,0,0
Kari Jensen,08/11/2017 7:10:33 PM,08/11/2017 7:20:22 PM,Credit Card,1,2.47,10,0,0
Maria Fuentes,10/20/2017 10:05:42 PM,10/20/2017 10:07:12 PM,Cash,1,0.4,3.5,0.48,0
Angela Dickson,12/04/2017 10:34:58 AM,12/04/2017 11:16:07 AM,Credit Card,1,16.29,47,7.5,5.76
Jason Mills,05/10/2017 2:25:04 PM,05/10/2017 2:41:45 PM,Debit Card,1,2,12,0,0
Savannah Lewis,03/21/2017 1:29:30 PM,03/21/2017 1:43:21 PM,Cash,6,2.93,12.5,2.66,0
Jon Steele,07/10/2017 5:09:07 PM,07/10/2017 5:16:10 PM,Cash,1,0.87,6.5,0,0
Dr. Daniel Myers,04/21/2017 12:26:46 PM,04/21/2017 12:38:55 PM,Cash,1,1,8.5,1.85,0
William Hernandez,12/01/2017 12:45:34 PM,12/01/2017 1:05:40 PM,Credit Card,1,2.4,13.5,5,0
Madeline Bolton,02/21/2017 9:15:10 AM,02/21/2017 9:39:46 AM,Cash,1,3,17,2,0
Christina Rogers,12/25/2017 5:21:16 PM,12/25/2017 5:29:15 PM,Credit Card,1,1.5,7.5,0,0
Jimmy Parks,10/03/2017 11:03:12 AM,10/03/2017 11:07:01 AM,Cash,1,0.47,4.5,0,0
James Peck,01/23/2017 10:49:20 AM,01/23/2017 10:55:49 AM,Debit Card,1,0.7,6,1.35,0
Michael Lopez,10/07/2017 4:25:10 PM,10/07/2017 4:33:18 PM,Credit Card,1,0.51,6.5,2.19,0
Leslie Williams,09/04/2017 12:21:03 PM,09/04/2017 12:52:54 PM,Debit Card,2,18.7,52,0,0
Jose Bradley,07/23/2017 9:33:10 AM,07/23/2017 9:37:26 AM,Cash,1,1.8,7,1,0
Stephanie Smith,12/20/2017 7:02:16 PM,12/20/2017 7:13:15 PM,Debit Card,1,1.1,8,1,0
John Cunningham,03/24/2017 4:23:46 PM,03/24/2017 5:40:23 PM,Cash,1,19.5,52,15.75,5.76
Charles Lyons,04/29/2017 12:28:47 AM,04/29/2017 12:37:09 AM,Cash,1,1.2,7.5,0,0
Regina Miles,03/03/2017 6:43:48 AM,03/03/2017 6:46:07 AM,Debit Card,1,0.4,3.5,1.08,0
Jennifer Little,10/19/2017 3:03:37 AM,10/19/2017 3:08:22 AM,Debit Card,2,0.62,5,1.26,0
Brenda Mitchell,03/07/2017 2:59:27 PM,03/07/2017 3:09:40 PM,Credit Card,1,0.9,8,1.76,0
Alexis Martinez,10/22/2017 5:55:51 PM,10/22/2017 5:58:34 PM,Cash,0,0.6,4,0.72,0
Amy Gordon,02/23/2017 8:27:47 PM,02/23/2017 8:35:03 PM,Cash,1,0.7,6,0,0
Kathleen Stewart,03/09/2017 6:51:42 AM,03/09/2017 6:56:55 AM,Debit Card,1,0.85,6,0,0
Richard Jones,08/04/2017 7:32:44 PM,08/04/2017 8:24:03 PM,Debit Card,1,17.64,52,0,5.76
Travis Brooks,06/06/2017 11:03:45 AM,06/06/2017 11:13:11 AM,Cash,2,1.3,8,0,0
Tammy Anderson,08/09/2017 4:37:06 PM,08/09/2017 4:44:56 PM,Debit Card,1,1.19,7,0,0
Carrie Rivera,09/04/2017 12:12:55 PM,09/04/2017 12:23:09 PM,Credit Card,1,1.32,8,2.2,0
Shelby Lewis,05/27/2017 12:17:29 AM,05/27/2017 12:20:35 AM,Debit Card,1,0.9,4.5,1.15,0
Michael Johnson,03/30/2017 6:56:36 PM,03/30/2017 7:15:26 PM,Cash,1,4.36,17,2,0
Hannah Zuniga,07/27/2017 9:23:35 PM,07/27/2017 9:32:39 PM,Credit Card,1,1.6,8,1.86,0
Sonia Munoz,11/12/2017 9:03:13 PM,11/12/2017 9:26:47 PM,Cash,1,11.01,31.5,9.64,5.76
Matthew Preston,04/13/2017 6:55:49 PM,04/13/2017 7:09:16 PM,Cash,2,1.4,9.5,2.25,0
David Adams,05/24/2017 11:21:29 PM,05/24/2017 11:24:18 PM,Cash,1,0.97,4.5,0,0
Ashley Wheeler,06/06/2017 10:23:41 PM,06/06/2017 10:25:05 PM,Cash,1,0.4,3.5,0,0
Christopher Hicks,09/21/2017 12:59:44 PM,09/21/2017 1:06:49 PM,Debit Card,2,0.72,6,0,0
Michael Brown,04/25/2017 7:09:32 PM,04/25/2017 7:18:46 PM,Credit Card,1,0.62,7,0,0
Stacie White,09/18/2017 7:45:50 AM,09/18/2017 7:58:21 AM,Debit Card,1,1.2,9.5,2.05,0
Mary Kidd,03/06/2017 11:09:46 PM,03/06/2017 11:21:56 PM,Debit Card,1,3.11,12,1,0
Kimberly Shields,05/17/2017 7:50:16 PM,05/17/2017 7:54:17 PM,Cash,2,0.7,4.5,1,0
Megan Meyers,11/23/2017 7:51:17 PM,11/23/2017 8:04:48 PM,Debit Card,1,3.5,13,0,0
Marcus Wise,05/16/2017 9:21:21 AM,05/16/2017 9:27:17 AM,Cash,5,0.78,6,1.36,0
Kelsey Holland,11/16/2017 7:27:02 PM,11/16/2017 7:38:43 PM,Credit Card,5,1.85,9,2.16,0
Jesse Watkins,11/01/2017 4:35:14 PM,11/01/2017 4:44:12 PM,Cash,1,1.4,8,0,0
Lori Mayer,03/16/2017 7:17:05 PM,03/16/2017 7:34:45 PM,Cash,1,1.55,12,0,0
Andrew Crawford,12/28/2017 11:51:14 AM,12/28/2017 12:02:16 PM,Credit Card,2,0.73,8,1.76,0
Justin Ruiz,08/24/2017 6:02:37 AM,08/24/2017 6:06:54 AM,Credit Card,1,0.99,5.5,0,0
Jason Horton,05/13/2017 3:03:03 PM,05/13/2017 3:08:20 PM,Credit Card,2,0.88,5.5,1,0
Robert Bailey,02/10/2017 5:37:59 PM,02/10/2017 5:57:12 PM,Debit Card,2,0.5,12,0,0
Jennifer Contreras,03/25/2017 8:37:55 PM,03/25/2017 9:21:36 PM,Debit Card,1,12.2,40,0,0
Rachel Carroll,10/31/2017 5:55:18 AM,10/31/2017 6:13:41 AM,Debit Card,1,4.78,17,0,0
Chelsea Lopez,07/12/2017 7:33:57 AM,07/12/2017 7:46:00 AM,Credit Card,1,6.97,20.5,3,0
Gary Calderon,12/28/2017 3:21:58 PM,12/28/2017 3:40:08 PM,Cash,1,1.8,12,0,0
Eugene Atkinson,03/04/2017 10:45:10 PM,03/04/2017 10:54:22 PM,Debit Card,1,2.8,11,0,0
Michelle Sexton,01/31/2017 6:25:27 AM,01/31/2017 6:32:13 AM,Credit Card,1,1.3,7,0,0
Dennis Day,03/17/2017 1:35:51 PM,03/17/2017 1:57:00 PM,Debit Card,1,0.9,13,2.07,0
Susan Myers,09/25/2017 5:08:51 PM,09/25/2017 5:23:52 PM,Cash,1,2.6,12,1,0
Cindy Porter,04/04/2017 3:23:53 PM,04/04/2017 3:32:17 PM,Debit Card,1,0.95,7,0,0
Dylan Johnson,01/05/2017 11:48:46 AM,01/05/2017 11:59:55 AM,Credit Card,1,1,8.5,2.3,0
Angelica Palmer,09/24/2017 1:04:37 AM,09/24/2017 1:17:43 AM,Credit Card,2,2.58,11.5,3.2,0
Shannon Becker,01/10/2017 1:14:11 PM,01/10/2017 1:27:52 PM,Cash,1,2.02,11,0,0
Abigail Moore,11/16/2017 6:51:56 PM,11/16/2017 7:05:36 PM,Cash,1,2.3,10.5,2.45,0
Michael Burgess,05/20/2017 6:27:42 AM,05/20/2017 6:32:03 AM,Cash,1,1.4,6,3,0
Michael Morgan,07/31/2017 7:01:40 PM,07/31/2017 7:10:35 PM,Debit Card,1,1.5,8.5,0,0
Stephanie Hoffman,11/11/2017 3:32:29 PM,11/11/2017 3:36:23 PM,Debit Card,1,0.9,5,0,0
Angelica Young,10/01/2017 9:10:49 AM,10/01/2017 9:23:02 AM,Cash,2,2.4,11,0,0
Adam Acevedo,10/28/2017 4:00:36 PM,10/28/2017 4:06:17 PM,Cash,1,0.98,6,1,0
Allen Russell,04/29/2017 3:14:50 AM,04/29/2017 3:14:53 AM,Cash,1,6.4,20,0,0
Justin Garza,05/08/2017 7:15:49 PM,05/08/2017 7:54:05 PM,Credit Card,1,19.14,52,12.61,5.76
Jonathan Williams,01/05/2017 11:58:14 PM,01/06/2017 12:13:20 AM,Credit Card,1,1.9,11.5,2.55,0
Joseph Sullivan,08/15/2017 2:09:06 PM,08/15/2017 2:26:52 PM,Debit Card,2,1.8,12.5,0,0
Lori Sanchez,12/23/2017 8:25:57 PM,12/23/2017 8:36:14 PM,Credit Card,1,1.95,9.5,0,0
Julie Carson,04/25/2017 6:23:05 PM,04/25/2017 6:37:26 PM,Cash,1,1.8,10.5,2.45,0
Nicole Mcintyre,10/04/2017 8:42:36 PM,10/04/2017 8:46:47 PM,Credit Card,1,0.84,5,1.58,0
Lauren Ferguson,03/04/2017 6:20:40 PM,03/04/2017 6:43:52 PM,Cash,5,3.62,16.5,0,0
April Gordon,02/14/2017 6:23:13 PM,02/14/2017 6:36:35 PM,Cash,1,1.99,10.5,2.46,0
Emily Walters,11/22/2017 12:54:35 PM,11/22/2017 1:13:27 PM,Cash,1,2.59,13,2.76,0
Brittany Collins,03/18/2017 11:54:01 AM,03/18/2017 11:58:54 AM,Cash,1,1.13,6,1.25,0
Juan Adams,06/22/2017 1:25:00 PM,06/22/2017 1:42:03 PM,Cash,1,2.4,13,2.75,0
Samantha Jones,03/28/2017 9:49:19 AM,03/28/2017 9:58:10 AM,Debit Card,1,0.9,7,1.55,0
Kayla Smith,02/02/2017 6:06:19 PM,02/02/2017 6:14:16 PM,Cash,1,0.8,6.5,0,0
Sergio Reid,06/18/2017 5:20:31 PM,06/18/2017 5:46:53 PM,Cash,2,6.8,23.5,0,0
Felicia Craig,07/08/2017 2:10:41 PM,07/08/2017 2:23:24 PM,Debit Card,1,0.8,9,0,0
Virginia Smith,03/24/2017 2:51:45 PM,03/24/2017 2:57:46 PM,Credit Card,1,0.74,5.5,0,0
Luis Blevins,08/26/2017 10:34:39 AM,08/26/2017 10:46:13 AM,Cash,1,1.31,8.5,0,0
Jason Wells,10/28/2017 3:03:29 PM,10/28/2017 3:33:44 PM,Cash,2,3.7,20,4.15,0
Christopher Montoya,06/16/2017 5:19:42 PM,06/16/2017 5:31:37 PM,Cash,6,1.67,9.5,0,0
Dylan Gomez,07/16/2017 2:23:26 PM,07/16/2017 2:28:48 PM,Credit Card,1,1,6,0,0
Maria Garcia,05/02/2017 7:41:05 AM,05/02/2017 7:48:51 AM,Cash,1,1.4,7,1.2,0
John Barnes PhD,06/07/2017 3:24:13 PM,06/07/2017 3:31:46 PM,Credit Card,1,0.6,6.5,1.45,0
Amanda Curtis,03/12/2017 1:55:39 PM,03/12/2017 1:59:12 PM,Cash,1,0.7,4.5,1.55,0
Elizabeth Silva,01/14/2017 9:01:47 AM,01/14/2017 9:16:02 AM,Cash,1,5.08,17.5,4.58,0
Susan Miller,05/17/2017 3:59:12 PM,05/17/2017 4:35:53 PM,Credit Card,1,3.29,22.5,4.66,0
Tara Wallace,12/14/2017 10:15:55 PM,12/14/2017 10:48:18 PM,Credit Card,1,4.68,23,10,0
Tony Brewer,12/19/2017 3:37:06 PM,12/19/2017 3:53:26 PM,Cash,2,1.2,10.5,0,0
Christina Byrd,08/17/2017 12:05:48 AM,08/17/2017 12:14:46 AM,Cash,1,1.1,7.5,0,0
Gloria Webb,05/07/2017 3:50:28 AM,05/07/2017 4:00:08 AM,Cash,1,3,11,2.46,0
Adrian Alvarez,11/20/2017 9:14:32 PM,11/20/2017 9:20:27 PM,Debit Card,1,1.4,7,1.65,0
Linda Taylor,03/30/2017 11:23:50 AM,03/30/2017 11:23:57 AM,Debit Card,1,0,52,10.55,0
Anthony Medina,01/26/2017 7:45:40 PM,01/26/2017 7:58:05 PM,Cash,1,2.66,11,1,0
Emily Leonard,08/10/2017 7:20:51 PM,08/10/2017 7:28:34 PM,Credit Card,1,1.1,7,0,0
Rebecca Hawkins,07/08/2017 2:37:56 AM,07/09/2017 2:28:47 AM,Cash,3,7.67,24.5,0,0
Jason Vega,03/09/2017 1:22:06 PM,03/09/2017 1:33:45 PM,Cash,2,1.18,8.5,1.86,0
James Bush,11/19/2017 3:51:26 PM,11/19/2017 4:01:31 PM,Cash,1,1.19,8.5,1.86,0
Katherine Gomez,08/23/2017 7:44:59 PM,08/23/2017 7:51:09 PM,Cash,1,1.36,6.5,1.66,0
Timothy Evans,07/16/2017 10:42:03 PM,07/16/2017 10:50:36 PM,Credit Card,1,1.7,8,1.85,0
Brian Morris,06/22/2017 11:57:28 AM,06/22/2017 12:09:57 PM,Debit Card,1,1.1,9,0,0
Donald Rios,10/11/2017 8:46:57 PM,10/11/2017 9:02:22 PM,Credit Card,1,3.5,14,3.05,0
Joseph Taylor,07/17/2017 7:32:48 AM,07/17/2017 7:44:22 AM,Debit Card,1,2.9,12,1.28,0
Sarah Bennett,11/12/2017 6:26:31 PM,11/12/2017 6:52:24 PM,Cash,1,9.1,27.5,5,5.76
Calvin Sanchez,11/11/2017 7:34:29 PM,11/11/2017 7:57:05 PM,Credit Card,1,3.2,15.5,3.25,0
Travis Green,11/04/2017 10:11:28 AM,11/04/2017 10:19:50 AM,Credit Card,5,0.9,7,0,0
Kristy Campbell,06/30/2017 12:25:38 PM,06/30/2017 12:35:06 PM,Cash,2,1,7.5,2.08,0
Lisa Johnson,07/06/2017 8:51:48 PM,07/06/2017 9:04:30 PM,Credit Card,1,4.3,15,0,0
Jonathan Grimes,02/19/2017 1:52:52 AM,02/19/2017 2:03:05 AM,Credit Card,1,3.3,11.5,2.5,0
John Green,12/23/2017 11:17:32 AM,12/23/2017 11:35:00 AM,Cash,1,3.1,13.5,2.85,0
Maria Bell,12/01/2017 1:26:31 AM,12/01/2017 1:37:45 AM,Cash,3,1.9,9.5,2.15,0
Christian Barton,10/05/2017 1:57:58 PM,10/05/2017 2:01:18 PM,Debit Card,1,0.3,4,0.95,0
Mrs. Wendy Jackson DVM,07/22/2017 9:47:09 PM,07/22/2017 10:03:49 PM,Credit Card,1,2,11.5,0,0
Samantha Santiago,06/15/2017 9:00:05 PM,06/15/2017 9:18:57 PM,Credit Card,2,3.1,14.5,3.15,0
Ryan Bradshaw,11/02/2017 4:51:31 AM,11/02/2017 4:55:52 AM,Debit Card,4,1,5.5,0,0
Dr. Taylor Thompson,04/25/2017 2:47:58 PM,04/25/2017 3:54:34 PM,Cash,1,25.4,52,11.7,5.76
Sylvia Yu,02/26/2017 12:33:55 PM,02/26/2017 12:37:48 PM,Cash,1,1.21,5.5,1,0
Bianca Valenzuela,11/13/2017 3:39:30 PM,11/13/2017 4:05:21 PM,Cash,1,7.9,26,2,0
Adam Lowe,02/25/2017 9:41:45 PM,02/25/2017 10:01:37 PM,Credit Card,1,1.9,13.5,1,0
Yvette Murray,08/02/2017 7:37:02 PM,08/02/2017 7:49:16 PM,Cash,1,1.4,9,2.15,0
David Smith,02/23/2017 5:34:42 PM,02/23/2017 5:42:12 PM,Cash,1,1,6.5,2.05,0
John Freeman,06/06/2017 9:53:17 PM,06/06/2017 10:17:39 PM,Credit Card,1,4.8,19.5,0,0
Ian Burns,03/08/2017 9:05:56 AM,03/08/2017 9:35:38 AM,Cash,2,5.04,22.5,4.66,0
Jacqueline Hancock,08/12/2017 1:47:57 PM,08/12/2017 2:00:47 PM,Debit Card,1,1.78,9.5,1,0
Joshua Newman,08/02/2017 7:44:33 PM,08/02/2017 7:59:19 PM,Credit Card,1,1.6,10.5,2.35,0
Jodi Hanson,09/10/2017 2:33:33 AM,09/10/2017 2:38:43 AM,Cash,4,1.43,6.5,2.34,0
Thomas Ayala,01/20/2017 8:40:05 AM,01/20/2017 8:40:25 AM,Cash,1,0,2.5,0.65,0
Summer Johnson,05/14/2017 1:40:46 AM,05/14/2017 1:50:35 AM,Cash,1,1.8,9,2.06,0
Jennifer Pearson,11/12/2017 1:41:39 PM,11/12/2017 2:03:03 PM,Debit Card,1,3.43,15.5,1.2,0
Jennifer Holmes,07/08/2017 4:00:05 PM,07/08/2017 4:12:43 PM,Cash,2,2.1,10.5,0,0
Brian Griffin,03/08/2017 10:34:30 AM,03/08/2017 10:40:40 AM,Cash,1,1.03,6,0,0
Anna Bartlett,12/30/2017 2:09:04 PM,12/30/2017 2:35:40 PM,Cash,1,3.4,18,3.75,0
Robert Salazar,10/18/2017 9:44:53 AM,10/18/2017 9:52:25 AM,Cash,1,1.75,8,0,0
Mrs. Lisa Pham MD,02/11/2017 2:49:51 PM,02/11/2017 3:15:09 PM,Cash,1,2.4,16.5,5.15,0
Connie Moore,05/22/2017 6:28:02 PM,05/22/2017 6:37:44 PM,Cash,1,1.5,8.5,1.5,0
Kyle Vargas,04/07/2017 12:55:29 PM,04/07/2017 1:24:32 PM,Credit Card,1,2.8,18.5,3.85,0
Mr. Joseph Woods,06/02/2017 8:15:42 AM,06/02/2017 8:18:56 AM,Cash,1,0.6,4.5,1.05,0
Kayla Johnston,06/29/2017 9:43:24 AM,06/29/2017 9:49:38 AM,Cash,1,0.91,6,1.36,0
Jacob Sharp,04/20/2017 4:28:05 PM,04/20/2017 4:57:58 PM,Debit Card,1,6.9,26,5.55,0
Kara Coleman,01/01/2017 10:37:29 AM,01/01/2017 11:01:34 AM,Debit Card,1,7.74,24.5,0,0
David Choi,12/03/2017 11:06:52 AM,12/03/2017 11:27:26 AM,Cash,1,5.32,18,0,0
Robert Wilson,03/04/2017 2:24:15 AM,03/04/2017 2:31:02 AM,Cash,1,1.28,7,1.66,0
